statid;timeobs;Diffuse_irradiance_mean_[W/m^2];Quality_label
610900;2009011016;0;1000
610900;2009011017;0;1000
610900;2009011018;0;1000
610900;2009011019;0;1000
610900;2009011020;0;1000
610900;2009011021;0;1000
610900;2009011022;0;1000
610900;2009011023;0;1000
610900;2009011100;0;1000
610900;2009011101;0;1000
610900;2009011102;0;1000
610900;2009011103;0;1000
610900;2009011104;0;1000
610900;2009011105;0;1000
610900;2009011106;0;1000
610900;2009011107;0;1000
610900;2009011108;0;1000
610900;2009011109;6;1000
610900;2009011110;20;1000
610900;2009011111;69.6;1000
610900;2009011112;88.2;1000
610900;2009011113;85.8;1000
610900;2009011114;64.5;1000
610900;2009011115;31.7;1000
610900;2009011116;1.7;1000
610900;2009011117;0;1000
610900;2009011118;0;1000
610900;2009011119;0;1000
610900;2009011120;0;1000
610900;2009011121;0;1000
610900;2009011122;0;1000
610900;2009011123;0;1000
610900;2009011200;0;1000
610900;2009011201;0;1000
610900;2009011202;0;1000
610900;2009011203;0;1000
610900;2009011204;0;1000
610900;2009011205;0;1000
610900;2009011206;0;1000
610900;2009011207;0;1000
610900;2009011208;1;1000
610900;2009011209;25.7;1000
610900;2009011210;69.2;1000
610900;2009011211;59.9;1000
610900;2009011212;27;1000
610900;2009011213;14;1000
610900;2009011214;8;1000
610900;2009011215;2;1000
610900;2009011216;0;1000
610900;2009011217;0;1000
610900;2009011218;0;1000
610900;2009011219;0;1000
610900;2009011220;0;1000
610900;2009011221;0;1000
610900;2009011222;0;1000
610900;2009011223;0;1000
610900;2009011300;0;1000
610900;2009011301;0;1000
610900;2009011302;0;1000
610900;2009011303;0;1000
610900;2009011304;0;1000
610900;2009011305;0;1000
610900;2009011306;0;1000
610900;2009011307;0;1000
610900;2009011308;0;1000
610900;2009011309;3;1000
610900;2009011310;8;1000
610900;2009011311;13;1000
610900;2009011312;17;1000
610900;2009011313;17;1000
610900;2009011314;10;1000
610900;2009011315;5;1000
610900;2009011316;0;1000
610900;2009011317;0;1000
610900;2009011318;0;1000
610900;2009011319;0;1000
610900;2009011320;0;1000
610900;2009011321;0;1000
610900;2009011322;0;1000
610900;2009011323;0;1000
610900;2009011400;0;1000
610900;2009011401;0;1000
610900;2009011402;0;1000
610900;2009011403;0;1000
610900;2009011404;0;1000
610900;2009011405;0;1000
610900;2009011406;0;1000
610900;2009011407;0;1000
610900;2009011408;0;1000
610900;2009011409;12;1000
610900;2009011410;37;1000
610900;2009011411;42;1000
610900;2009011412;79.9;1000
610900;2009011413;83.9;1000
610900;2009011414;50.5;1000
610900;2009011415;18;1000
610900;2009011416;1;1000
610900;2009011417;0;1000
610900;2009011418;0;1000
610900;2009011419;0;1000
610900;2009011420;0;1000
610900;2009011421;0;1000
610900;2009011422;0;1000
610900;2009011423;0;1000
610900;2009011500;0;1000
610900;2009011501;0;1000
610900;2009011502;0;1000
610900;2009011503;0;1000
610900;2009011504;0;1000
610900;2009011505;0;1000
610900;2009011506;0;1000
610900;2009011507;0;1000
610900;2009011508;1;1000
610900;2009011509;22.6;1000
610900;2009011510;55.4;1000
610900;2009011511;75.1;1000
610900;2009011512;45;1000
610900;2009011513;49;1000
610900;2009011514;40;1000
610900;2009011515;13;1000
610900;2009011516;0;1000
610900;2009011517;0;1000
610900;2009011518;0;1000
610900;2009011519;0;1000
610900;2009011520;0;1000
610900;2009011521;0;1000
610900;2009011522;0;1000
610900;2009011523;0;1000
610900;2009011600;0;1000
610900;2009011601;0;1000
610900;2009011602;0;1000
610900;2009011603;0;1000
610900;2009011604;0;1000
610900;2009011605;0;1000
610900;2009011606;0;1000
610900;2009011607;0;1000
610900;2009011608;0;1000
610900;2009011609;9;1000
610900;2009011610;30;1000
610900;2009011611;40;1000
610900;2009011612;83.8;1000
610900;2009011613;84;1000
610900;2009011614;48.8;1000
610900;2009011615;21;1000
610900;2009011616;2;1000
610900;2009011617;0;1000
610900;2009011618;0;1000
610900;2009011619;0;1000
610900;2009011620;0;1000
610900;2009011621;0;1000
610900;2009011622;0;1000
610900;2009011623;0;1000
610900;2009011700;0;1000
610900;2009011701;0;1000
610900;2009011702;0;1000
610900;2009011703;0;1000
610900;2009011704;0;1000
610900;2009011705;0;1000
610900;2009011706;0;1000
610900;2009011707;0;1000
610900;2009011708;0;1000
610900;2009011709;10;1000
610900;2009011710;23;1000
610900;2009011711;27;1000
610900;2009011712;28;1000
610900;2009011713;23;1000
610900;2009011714;15;1000
610900;2009011715;5;1000
610900;2009011716;0;1000
610900;2009011717;0;1000
610900;2009011718;0;1000
610900;2009011719;0;1000
610900;2009011720;0;1000
610900;2009011721;0;1000
610900;2009011722;0;1000
610900;2009011723;0;1000
610900;2009011800;0;1000
610900;2009011801;0;1000
610900;2009011802;0;1000
610900;2009011803;0;1000
610900;2009011804;0;1000
610900;2009011805;0;1000
610900;2009011806;0;1000
610900;2009011807;0;1000
610900;2009011808;0;1000
610900;2009011809;5;1000
610900;2009011810;13;1000
610900;2009011811;16;1000
610900;2009011812;11;1000
610900;2009011813;8;1000
610900;2009011814;3;1000
610900;2009011815;2;1000
610900;2009011816;0;1000
610900;2009011817;0;1000
610900;2009011818;0;1000
610900;2009011819;0;1000
610900;2009011820;0;1000
610900;2009011821;0;1000
610900;2009011822;0;1000
610900;2009011823;0;1000
610900;2009011900;0;1000
610900;2009011901;0;1000
610900;2009011902;0;1000
610900;2009011903;0;1000
610900;2009011904;0;1000
610900;2009011905;0;1000
610900;2009011906;0;1000
610900;2009011907;0;1000
610900;2009011908;0;1000
610900;2009011909;3;1000
610900;2009011910;10;1000
610900;2009011911;19;1000
610900;2009011912;28;1000
610900;2009011913;24;1000
610900;2009011914;34;1000
610900;2009011915;22;1000
610900;2009011916;2;1000
610900;2009011917;0;1000
610900;2009011918;0;1000
610900;2009011919;0;1000
610900;2009011920;0;1000
610900;2009011921;0;1000
610900;2009011922;0;1000
610900;2009011923;0;1000
610900;2009012000;0;1000
610900;2009012001;0;1000
610900;2009012002;0;1000
610900;2009012003;0;1000
610900;2009012004;0;1000
610900;2009012005;0;1000
610900;2009012006;0;1000
610900;2009012007;0;1000
610900;2009012008;2;1000
610900;2009012009;37.7;1000
610900;2009012010;61;1000
610900;2009012011;94.6;1000
610900;2009012012;59.6;1000
610900;2009012013;29;1000
610900;2009012014;20;1000
610900;2009012015;16;1000
610900;2009012016;1;1000
610900;2009012017;0;1000
610900;2009012018;0;1000
610900;2009012019;0;1000
610900;2009012020;0;1000
610900;2009012021;0;1000
610900;2009012022;0;1000
610900;2009012023;0;1000
610900;2009012100;0;1000
610900;2009012101;0;1000
610900;2009012102;0;1000
610900;2009012103;0;1000
610900;2009012104;0;1000
610900;2009012105;0;1000
610900;2009012106;0;1000
610900;2009012107;0;1000
610900;2009012108;6;1000
610900;2009012109;24.4;1000
610900;2009012110;29;1000
610900;2009012111;52;1000
610900;2009012112;61.7;1000
610900;2009012113;94.8;1000
610900;2009012114;70;1000
610900;2009012115;43.5;1000
610900;2009012116;4;1000
610900;2009012117;0;1000
610900;2009012118;0;1000
610900;2009012119;0;1000
610900;2009012120;0;1000
610900;2009012121;0;1000
610900;2009012122;0;1000
610900;2009012123;0;1000
610900;2009012200;0;1000
610900;2009012201;0;1000
610900;2009012202;0;1000
610900;2009012203;0;1000
610900;2009012204;0;1000
610900;2009012205;0;1000
610900;2009012206;0;1000
610900;2009012207;0;1000
610900;2009012208;2;1000
610900;2009012209;40.7;1000
610900;2009012210;55.2;1000
610900;2009012211;74.1;1000
610900;2009012212;97.6;1000
610900;2009012213;103;1000
610900;2009012214;76.8;1000
610900;2009012215;31.4;1000
610900;2009012216;2;1000
610900;2009012217;0;1000
610900;2009012218;0;1000
610900;2009012219;0;1000
610900;2009012220;0;1000
610900;2009012221;0;1000
610900;2009012222;0;1000
610900;2009012223;0;1000
610900;2009012300;0;1000
610900;2009012301;0;1000
610900;2009012302;0;1000
610900;2009012303;0;1000
610900;2009012304;0;1000
610900;2009012305;0;1000
610900;2009012306;0;1000
610900;2009012307;0;1000
610900;2009012308;0;1000
610900;2009012309;7;1000
610900;2009012310;15;1000
610900;2009012311;23;1000
610900;2009012312;14;1000
610900;2009012313;13;1000
610900;2009012314;9;1000
610900;2009012315;5;1000
610900;2009012316;0;1000
610900;2009012317;0;1000
610900;2009012318;0;1000
610900;2009012319;0;1000
610900;2009012320;0;1000
610900;2009012321;0;1000
610900;2009012322;0;1000
610900;2009012323;0;1000
610900;2009012400;0;1000
610900;2009012401;0;1000
610900;2009012402;0;1000
610900;2009012403;0;1000
610900;2009012404;0;1000
610900;2009012405;0;1000
610900;2009012406;0;1000
610900;2009012407;0;1000
610900;2009012408;1;1000
610900;2009012409;18;1000
610900;2009012410;38;1000
610900;2009012411;53;1000
610900;2009012412;91.5;1000
610900;2009012413;77.9;1000
610900;2009012414;82.9;1000
610900;2009012415;49.6;1000
610900;2009012416;3;1000
610900;2009012417;0;1000
610900;2009012418;0;1000
610900;2009012419;0;1000
610900;2009012420;0;1000
610900;2009012421;0;1000
610900;2009012422;0;1000
610900;2009012423;0;1000
610900;2009012500;0;1000
610900;2009012501;0;1000
610900;2009012502;0;1000
610900;2009012503;0;1000
610900;2009012504;0;1000
610900;2009012505;0;1000
610900;2009012506;0;1000
610900;2009012507;0;1000
610900;2009012508;2;1000
610900;2009012509;22;1000
610900;2009012510;45;1000
610900;2009012511;53;1000
610900;2009012512;61;1000
610900;2009012513;68.8;1000
610900;2009012514;40;1000
610900;2009012515;15;1000
610900;2009012516;3;1000
610900;2009012517;0;1000
610900;2009012518;0;1000
610900;2009012519;0;1000
610900;2009012520;0;1000
610900;2009012521;0;1000
610900;2009012522;0;1000
610900;2009012523;0;1000
610900;2009012600;0;1000
610900;2009012601;0;1000
610900;2009012602;0;1000
610900;2009012603;0;1000
610900;2009012604;0;1000
610900;2009012605;0;1000
610900;2009012606;0;1000
610900;2009012607;0;1000
610900;2009012608;1;1000
610900;2009012609;16;1000
610900;2009012610;28;1000
610900;2009012611;44;1000
610900;2009012612;43;1000
610900;2009012613;39;1000
610900;2009012614;33;1000
610900;2009012615;17;1000
610900;2009012616;3;1000
610900;2009012617;0;1000
610900;2009012618;0;1000
610900;2009012619;0;1000
610900;2009012620;0;1000
610900;2009012621;0;1000
610900;2009012622;0;1000
610900;2009012623;0;1000
610900;2009012700;0;1000
610900;2009012701;0;1000
610900;2009012702;0;1000
610900;2009012703;0;1000
610900;2009012704;0;1000
610900;2009012705;0;1000
610900;2009012706;0;1000
610900;2009012707;0;1000
610900;2009012708;2;1000
610900;2009012709;22;1000
610900;2009012710;51;1000
610900;2009012711;72;1000
610900;2009012712;73.9;1000
610900;2009012713;79.7;1000
610900;2009012714;50;1000
610900;2009012715;24;1000
610900;2009012716;5;1000
610900;2009012717;0;1000
610900;2009012718;0;1000
610900;2009012719;0;1000
610900;2009012720;0;1000
610900;2009012721;0;1000
610900;2009012722;0;1000
610900;2009012723;0;1000
610900;2009012800;0;1000
610900;2009012801;0;1000
610900;2009012802;0;1000
610900;2009012803;0;1000
610900;2009012804;0;1000
610900;2009012805;0;1000
610900;2009012806;0;1000
610900;2009012807;0;1000
610900;2009012808;1;1000
610900;2009012809;12;1000
610900;2009012810;23;1000
610900;2009012811;41;1000
610900;2009012812;56;1000
610900;2009012813;56;1000
610900;2009012814;50;1000
610900;2009012815;24;1000
610900;2009012816;4;1000
610900;2009012817;0;1000
610900;2009012818;0;1000
610900;2009012819;0;1000
610900;2009012820;0;1000
610900;2009012821;0;1000
610900;2009012822;0;1000
610900;2009012823;0;1000
610900;2009012900;0;1000
610900;2009012901;0;1000
610900;2009012902;0;1000
610900;2009012903;0;1000
610900;2009012904;0;1000
610900;2009012905;0;1000
610900;2009012906;0;1000
610900;2009012907;0;1000
610900;2009012908;1;1000
610900;2009012909;13;1000
610900;2009012910;45;1000
610900;2009012911;86.8;1000
610900;2009012912;99;1000
610900;2009012913;110.5;1000
610900;2009012914;95.5;1000
610900;2009012915;58.6;1000
610900;2009012916;10.8;1000
610900;2009012917;0;1000
610900;2009012918;0;1000
610900;2009012919;0;1000
610900;2009012920;0;1000
610900;2009012921;0;1000
610900;2009012922;0;1000
610900;2009012923;0;1000
610900;2009013000;0;1000
610900;2009013001;0;1000
610900;2009013002;0;1000
610900;2009013003;0;1000
610900;2009013004;0;1000
610900;2009013005;0;1000
610900;2009013006;0;1000
610900;2009013007;0;1000
610900;2009013008;2;1000
610900;2009013009;20;1000
610900;2009013010;36;1000
610900;2009013011;65.9;1000
610900;2009013012;64;1000
610900;2009013013;55;1000
610900;2009013014;55.7;1000
610900;2009013015;53.2;1000
610900;2009013016;21.1;1000
610900;2009013017;0;1000
610900;2009013018;0;1000
610900;2009013019;0;1000
610900;2009013020;0;1000
610900;2009013021;0;1000
610900;2009013022;0;1000
610900;2009013023;0;1000
610900;2009013100;0;1000
610900;2009013101;0;1000
610900;2009013102;0;1000
610900;2009013103;0;1000
610900;2009013104;0;1000
610900;2009013105;0;1000
610900;2009013106;0;1000
610900;2009013107;0;1000
610900;2009013108;5;1000
610900;2009013109;55;1000
610900;2009013110;86.4;1000
610900;2009013111;106.7;1000
610900;2009013112;133.6;1000
610900;2009013113;124.4;1000
610900;2009013114;99.3;1000
610900;2009013115;62.9;1000
610900;2009013116;11.2;1000
610900;2009013117;0;1000
610900;2009013118;0;1000
610900;2009013119;0;1000
610900;2009013120;0;1000
610900;2009013121;0;1000
610900;2009013122;0;1000
610900;2009013123;0;1000
610900;2009020100;0;1000
610900;2009020101;0;1000
610900;2009020102;0;1000
610900;2009020103;0;1000
610900;2009020104;0;1000
610900;2009020105;0;1000
610900;2009020106;0;1000
610900;2009020107;0;1000
610900;2009020108;7.1;1000
610900;2009020109;53.6;1000
610900;2009020110;93.3;1000
610900;2009020111;110.5;1000
610900;2009020112;134.6;1000
610900;2009020113;114.8;1000
610900;2009020114;37;1000
610900;2009020115;42.6;1000
610900;2009020116;8;1000
610900;2009020117;0;1000
610900;2009020118;0;1000
610900;2009020119;0;1000
610900;2009020120;0;1000
610900;2009020121;0;1000
610900;2009020122;0;1000
610900;2009020123;0;1000
610900;2009020200;0;1000
610900;2009020201;0;1000
610900;2009020202;0;1000
610900;2009020203;0;1000
610900;2009020204;0;1000
610900;2009020205;0;1000
610900;2009020206;0;1000
610900;2009020207;0;1000
610900;2009020208;2;1000
610900;2009020209;11;1000
610900;2009020210;17;1000
610900;2009020211;23;1000
610900;2009020212;34;1000
610900;2009020213;50;1000
610900;2009020214;57;1000
610900;2009020215;32;1000
610900;2009020216;8;1000
610900;2009020217;0;1000
610900;2009020218;0;1000
610900;2009020219;0;1000
610900;2009020220;0;1000
610900;2009020221;0;1000
610900;2009020222;0;1000
610900;2009020223;0;1000
610900;2009020300;0;1000
610900;2009020301;0;1000
610900;2009020302;0;1000
610900;2009020303;0;1000
610900;2009020304;0;1000
610900;2009020305;0;1000
610900;2009020306;0;1000
610900;2009020307;0;1000
610900;2009020308;2;1000
610900;2009020309;13;1000
610900;2009020310;20;1000
610900;2009020311;48;1000
610900;2009020312;49;1000
610900;2009020313;47;1000
610900;2009020314;30;1000
610900;2009020315;13;1000
610900;2009020316;3;1000
610900;2009020317;0;1000
610900;2009020318;0;1000
610900;2009020319;0;1000
610900;2009020320;0;1000
610900;2009020321;0;1000
610900;2009020322;0;1000
610900;2009020323;0;1000
610900;2009020400;0;1000
610900;2009020401;0;1000
610900;2009020402;0;1000
610900;2009020403;0;1000
610900;2009020404;0;1000
610900;2009020405;0;1000
610900;2009020406;0;1000
610900;2009020407;0;1000
610900;2009020408;1;1000
610900;2009020409;7;1000
610900;2009020410;16;1000
610900;2009020411;17;1000
610900;2009020412;17;1000
610900;2009020413;17;1000
610900;2009020414;26;1000
610900;2009020415;17;1000
610900;2009020416;5;1000
610900;2009020417;0;1000
610900;2009020418;0;1000
610900;2009020419;0;1000
610900;2009020420;0;1000
610900;2009020421;0;1000
610900;2009020422;0;1000
610900;2009020423;0;1000
610900;2009020500;0;1000
610900;2009020501;0;1000
610900;2009020502;0;1000
610900;2009020503;0;1000
610900;2009020504;0;1000
610900;2009020505;0;1000
610900;2009020506;0;1000
610900;2009020507;0;1000
610900;2009020508;10.3;1000
610900;2009020509;41.6;1000
610900;2009020510;56.9;1000
610900;2009020511;76.8;1000
610900;2009020512;49;1000
610900;2009020513;30;1000
610900;2009020514;26;1000
610900;2009020515;12;1000
610900;2009020516;4;1000
610900;2009020517;0;1000
610900;2009020518;0;1000
610900;2009020519;0;1000
610900;2009020520;0;1000
610900;2009020521;0;1000
610900;2009020522;0;1000
610900;2009020523;0;1000
610900;2009020600;0;1000
610900;2009020601;0;1000
610900;2009020602;0;1000
610900;2009020603;0;1000
610900;2009020604;0;1000
610900;2009020605;0;1000
610900;2009020606;0;1000
610900;2009020607;0;1000
610900;2009020608;0;1000
610900;2009020609;6;1000
610900;2009020610;33;1000
610900;2009020611;42;1000
610900;2009020612;43;1000
610900;2009020613;38;1000
610900;2009020614;25;1000
610900;2009020615;10;1000
610900;2009020616;1;1000
610900;2009020617;0;1000
610900;2009020618;0;1000
610900;2009020619;0;1000
610900;2009020620;0;1000
610900;2009020621;0;1000
610900;2009020622;0;1000
610900;2009020623;0;1000
610900;2009020700;0;1000
610900;2009020701;0;1000
610900;2009020702;0;1000
610900;2009020703;0;1000
610900;2009020704;0;1000
610900;2009020705;0;1000
610900;2009020706;0;1000
610900;2009020707;0;1000
610900;2009020708;4;1000
610900;2009020709;18;1000
610900;2009020710;51;1000
610900;2009020711;51;1000
610900;2009020712;60;1000
610900;2009020713;48;1000
610900;2009020714;18;1000
610900;2009020715;35;1000
610900;2009020716;15;1000
610900;2009020717;0;1000
610900;2009020718;0;1000
610900;2009020719;0;1000
610900;2009020720;0;1000
610900;2009020721;0;1000
610900;2009020722;0;1000
610900;2009020723;0;1000
610900;2009020800;0;1000
610900;2009020801;0;1000
610900;2009020802;0;1000
610900;2009020803;0;1000
610900;2009020804;0;1000
610900;2009020805;0;1000
610900;2009020806;0;1000
610900;2009020807;0;1000
610900;2009020808;12;1000
610900;2009020809;61.2;1000
610900;2009020810;109.7;1000
610900;2009020811;113.5;1000
610900;2009020812;147.5;1000
610900;2009020813;119.3;1000
610900;2009020814;113.7;1000
610900;2009020815;71.5;1000
610900;2009020816;41.4;1000
610900;2009020817;1;1000
610900;2009020818;0;1000
610900;2009020819;0;1000
610900;2009020820;0;1000
610900;2009020821;0;1000
610900;2009020822;0;1000
610900;2009020823;0;1000
610900;2009020900;0;1000
610900;2009020901;0;1000
610900;2009020902;0;1000
610900;2009020903;0;1000
610900;2009020904;0;1000
610900;2009020905;0;1000
610900;2009020906;0;1000
610900;2009020907;0;1000
610900;2009020908;35.9;1000
610900;2009020909;64.3;1000
610900;2009020910;99;1000
610900;2009020911;142.7;1000
610900;2009020912;146.6;1000
610900;2009020913;115.1;1000
610900;2009020914;62;1000
610900;2009020915;26;1000
610900;2009020916;4;1000
610900;2009020917;0;1000
610900;2009020918;0;1000
610900;2009020919;0;1000
610900;2009020920;0;1000
610900;2009020921;0;1000
610900;2009020922;0;1000
610900;2009020923;0;1000
610900;2009021000;0;1000
610900;2009021001;0;1000
610900;2009021002;0;1000
610900;2009021003;0;1000
610900;2009021004;0;1000
610900;2009021005;0;1000
610900;2009021006;0;1000
610900;2009021007;0;1000
610900;2009021008;8;1000
610900;2009021009;32;1000
610900;2009021010;63.8;1000
610900;2009021011;134.1;1000
610900;2009021012;104.5;1000
610900;2009021013;125.7;1000
610900;2009021014;57;1000
610900;2009021015;38;1000
610900;2009021016;13;1000
610900;2009021017;0;1000
610900;2009021018;0;1000
610900;2009021019;0;1000
610900;2009021020;0;1000
610900;2009021021;0;1000
610900;2009021022;0;1000
610900;2009021023;0;1000
610900;2009021100;0;1000
610900;2009021101;0;1000
610900;2009021102;0;1000
610900;2009021103;0;1000
610900;2009021104;0;1000
610900;2009021105;0;1000
610900;2009021106;0;1000
610900;2009021107;0;1000
610900;2009021108;30.2;1000
610900;2009021109;58.2;1000
610900;2009021110;69.1;1000
610900;2009021111;97.2;1000
610900;2009021112;121.7;1000
610900;2009021113;134.5;1000
610900;2009021114;97.8;1000
610900;2009021115;56.8;1000
610900;2009021116;45.4;1000
610900;2009021117;2.5;1000
610900;2009021118;0;1000
610900;2009021119;0;1000
610900;2009021120;0;1000
610900;2009021121;0;1000
610900;2009021122;0;1000
610900;2009021123;0;1000
610900;2009021200;0;1000
610900;2009021201;0;1000
610900;2009021202;0;1000
610900;2009021203;0;1000
610900;2009021204;0;1000
610900;2009021205;0;1000
610900;2009021206;0;1000
610900;2009021207;1;1000
610900;2009021208;29.4;1000
610900;2009021209;53.9;1000
610900;2009021210;56.7;1000
610900;2009021211;65.2;1000
610900;2009021212;61.6;1000
610900;2009021213;64.1;1000
610900;2009021214;59.7;1000
610900;2009021215;46.9;1000
610900;2009021216;49.9;1000
610900;2009021217;3;1000
610900;2009021218;0;1000
610900;2009021219;0;1000
610900;2009021220;0;1000
610900;2009021221;0;1000
610900;2009021222;0;1000
610900;2009021223;0;1000
610900;2009021300;0;1000
610900;2009021301;0;1000
610900;2009021302;0;1000
610900;2009021303;0;1000
610900;2009021304;0;1000
610900;2009021305;0;1000
610900;2009021306;0;1000
610900;2009021307;0;1000
610900;2009021308;17;1000
610900;2009021309;62.2;1000
610900;2009021310;112.2;1000
610900;2009021311;145.9;1000
610900;2009021312;158.5;1000
610900;2009021313;157.3;1000
610900;2009021314;131.2;1000
610900;2009021315;79.4;1000
