statid;timeobs;radiation_mean(W/m^2);label
614100;2009010718;0;1100
614100;2009010719;0;1100
614100;2009010720;0;1100
614100;2009010721;0;1100
614100;2009010722;0;1100
614100;2009010723;0;1100
614100;2009010800;0;1100
614100;2009010801;0;1100
614100;2009010802;0;1100
614100;2009010803;0;1100
614100;2009010804;0;1100
614100;2009010805;0;1100
614100;2009010806;0;1100
614100;2009010807;0;1100
614100;2009010808;7;1100
614100;2009010809;26;1100
614100;2009010810;112;1100
614100;2009010811;134;1100
614100;2009010812;129;1100
614100;2009010813;130;1100
614100;2009010814;129;1100
614100;2009010815;46;1100
614100;2009010816;1;1100
614100;2009010817;0;1100
614100;2009010818;0;1100
614100;2009010819;0;1100
614100;2009010820;0;1100
614100;2009010821;0;1100
614100;2009010822;0;1100
614100;2009010823;0;1100
614100;2009010900;0;1100
614100;2009010901;0;1100
614100;2009010902;0;1100
614100;2009010903;0;1100
614100;2009010904;0;1100
614100;2009010905;0;1100
614100;2009010906;0;1100
614100;2009010907;0;1100
614100;2009010908;3;1100
614100;2009010909;32;1100
614100;2009010910;128;1100
614100;2009010911;169;1100
614100;2009010912;187;1100
614100;2009010913;173;1100
614100;2009010914;104;1100
614100;2009010915;36;1100
614100;2009010916;1;1100
614100;2009010917;0;1100
614100;2009010918;0;1100
614100;2009010919;0;1100
614100;2009010920;0;1100
614100;2009010921;0;1100
614100;2009010922;0;1100
614100;2009010923;0;1100
614100;2009011000;0;1100
614100;2009011001;0;1100
614100;2009011002;0;1100
614100;2009011003;0;1100
614100;2009011004;0;1100
614100;2009011005;0;1100
614100;2009011006;0;1100
614100;2009011007;0;1100
614100;2009011008;1;1100
614100;2009011009;14;1100
614100;2009011010;32;1100
614100;2009011011;54;1100
614100;2009011012;45;1100
614100;2009011013;53;1100
614100;2009011014;31;1100
614100;2009011015;9;1100
614100;2009011016;0;1100
614100;2009011017;0;1100
614100;2009011018;0;1100
614100;2009011019;0;1100
614100;2009011020;0;1100
614100;2009011021;0;1100
614100;2009011022;0;1100
614100;2009011023;0;1100
614100;2009011100;0;1100
614100;2009011101;0;1100
614100;2009011102;0;1100
614100;2009011103;0;1100
614100;2009011104;0;1100
614100;2009011105;0;1100
614100;2009011106;0;1100
614100;2009011107;0;1100
614100;2009011108;6;1100
614100;2009011109;55;1100
614100;2009011110;101;1100
614100;2009011111;144;1100
614100;2009011112;94;1100
614100;2009011113;137;1100
614100;2009011114;104;1100
614100;2009011115;40;1100
614100;2009011116;1;1100
614100;2009011117;0;1100
614100;2009011118;0;1100
614100;2009011119;0;1100
614100;2009011120;0;1100
614100;2009011121;0;1100
614100;2009011122;0;1100
614100;2009011123;0;1100
614100;2009011200;0;1100
614100;2009011201;0;1100
614100;2009011202;0;1100
614100;2009011203;0;1100
614100;2009011204;0;1100
614100;2009011205;0;1100
614100;2009011206;0;1100
614100;2009011207;0;1100
614100;2009011208;7;1100
614100;2009011209;57;1100
614100;2009011210;147;1100
614100;2009011211;106;1100
614100;2009011212;101;1100
614100;2009011213;86;1100
614100;2009011214;64;1100
614100;2009011215;17;1100
614100;2009011216;0;1100
614100;2009011217;0;1100
614100;2009011218;0;1100
614100;2009011219;0;1100
614100;2009011220;0;1100
614100;2009011221;0;1100
614100;2009011222;0;1100
614100;2009011223;0;1100
614100;2009011300;0;1100
614100;2009011301;0;1100
614100;2009011302;0;1100
614100;2009011303;0;1100
614100;2009011304;0;1100
614100;2009011305;0;1100
614100;2009011306;0;1100
614100;2009011307;0;1100
614100;2009011308;0;1100
614100;2009011309;4;1100
614100;2009011310;11;1100
614100;2009011311;16;1100
614100;2009011312;25;1100
614100;2009011313;32;1100
614100;2009011314;17;1100
614100;2009011315;5;1100
614100;2009011316;0;1100
614100;2009011317;0;1100
614100;2009011318;0;1100
614100;2009011319;0;1100
614100;2009011320;0;1100
614100;2009011321;0;1100
614100;2009011322;0;1100
614100;2009011323;0;1100
614100;2009011400;0;1100
614100;2009011401;0;1100
614100;2009011402;0;1100
614100;2009011403;0;1100
614100;2009011404;0;1100
614100;2009011405;0;1100
614100;2009011406;0;1100
614100;2009011407;0;1100
614100;2009011408;1;1100
614100;2009011409;17;1100
614100;2009011410;35;1100
614100;2009011411;45;1100
614100;2009011412;28;1100
614100;2009011413;22;1100
614100;2009011414;13;1100
614100;2009011415;7;1100
614100;2009011416;0;1100
614100;2009011417;0;1100
614100;2009011418;0;1100
614100;2009011419;0;1100
614100;2009011420;0;1100
614100;2009011421;0;1100
614100;2009011422;0;1100
614100;2009011423;0;1100
614100;2009011500;0;1100
614100;2009011501;0;1100
614100;2009011502;0;1100
614100;2009011503;0;1100
614100;2009011504;0;1100
614100;2009011505;0;1100
614100;2009011506;0;1100
614100;2009011507;0;1100
614100;2009011508;2;1100
614100;2009011509;21;1100
614100;2009011510;39;1100
614100;2009011511;62;1100
614100;2009011512;61;1100
614100;2009011513;40;1100
614100;2009011514;25;1100
614100;2009011515;8;1100
614100;2009011516;0;1100
614100;2009011517;0;1100
614100;2009011518;0;1100
614100;2009011519;0;1100
614100;2009011520;0;1100
614100;2009011521;0;1100
614100;2009011522;0;1100
614100;2009011523;0;1100
614100;2009011600;0;1100
614100;2009011601;0;1100
614100;2009011602;0;1100
614100;2009011603;0;1100
614100;2009011604;0;1100
614100;2009011605;0;1100
614100;2009011606;0;1100
614100;2009011607;0;1100
614100;2009011608;12;1100
614100;2009011609;57;1100
614100;2009011610;74;1100
614100;2009011611;103;1100
614100;2009011612;108;1100
614100;2009011613;69;1100
614100;2009011614;45;1100
614100;2009011615;22;1100
614100;2009011616;1;1100
614100;2009011617;0;1100
614100;2009011618;0;1100
614100;2009011619;0;1100
614100;2009011620;0;1100
614100;2009011621;0;1100
614100;2009011622;0;1100
614100;2009011623;0;1100
614100;2009011700;0;1100
614100;2009011701;0;1100
614100;2009011702;0;1100
614100;2009011703;0;1100
614100;2009011704;0;1100
614100;2009011705;0;1100
614100;2009011706;0;1100
614100;2009011707;0;1100
614100;2009011708;1;1100
614100;2009011709;9;1100
614100;2009011710;20;1100
614100;2009011711;30;1100
614100;2009011712;43;1100
614100;2009011713;37;1100
614100;2009011714;22;1100
614100;2009011715;10;1100
614100;2009011716;0;1100
614100;2009011717;0;1100
614100;2009011718;0;1100
614100;2009011719;0;1100
614100;2009011720;0;1100
614100;2009011721;0;1100
614100;2009011722;0;1100
614100;2009011723;0;1100
614100;2009011800;0;1100
614100;2009011801;0;1100
614100;2009011802;0;1100
614100;2009011803;0;1100
614100;2009011804;0;1100
614100;2009011805;0;1100
614100;2009011806;0;1100
614100;2009011807;0;1100
614100;2009011808;5;1100
614100;2009011809;40;1100
614100;2009011810;74;1100
614100;2009011811;117;1100
614100;2009011812;121;1100
614100;2009011813;31;1100
614100;2009011814;14;1100
614100;2009011815;4;1100
614100;2009011816;0;1100
614100;2009011817;0;1100
614100;2009011818;0;1100
614100;2009011819;0;1100
614100;2009011820;0;1100
614100;2009011821;0;1100
614100;2009011822;0;1100
614100;2009011823;0;1100
614100;2009011900;0;1100
614100;2009011901;0;1100
614100;2009011902;0;1100
614100;2009011903;0;1100
614100;2009011904;0;1100
614100;2009011905;0;1100
614100;2009011906;0;1100
614100;2009011907;0;1100
614100;2009011908;3;1100
614100;2009011909;19;1100
614100;2009011910;40;1100
614100;2009011911;103;1100
614100;2009011912;204;1100
614100;2009011913;189;1100
614100;2009011914;100;1100
614100;2009011915;35;1100
614100;2009011916;3;1100
614100;2009011917;0;1100
614100;2009011918;0;1100
614100;2009011919;0;1100
614100;2009011920;0;1100
614100;2009011921;0;1100
614100;2009011922;0;1100
614100;2009011923;0;1100
614100;2009012000;0;1100
614100;2009012001;0;1100
614100;2009012002;0;1100
614100;2009012003;0;1100
614100;2009012004;0;1100
614100;2009012005;0;1100
614100;2009012006;0;1100
614100;2009012007;0;1100
614100;2009012008;1;1100
614100;2009012009;28;1100
614100;2009012010;83;1100
614100;2009012011;171;1100
614100;2009012012;225;1100
614100;2009012013;205;1100
614100;2009012014;144;1100
614100;2009012015;63;1100
614100;2009012016;6;1100
614100;2009012017;0;1100
614100;2009012018;0;1100
614100;2009012019;0;1100
614100;2009012020;0;1100
614100;2009012021;0;1100
614100;2009012022;0;1100
614100;2009012023;0;1100
614100;2009012100;0;1100
614100;2009012101;0;1100
614100;2009012102;0;1100
614100;2009012103;0;1100
614100;2009012104;0;1100
614100;2009012105;0;1100
614100;2009012106;0;1100
614100;2009012107;0;1100
614100;2009012108;4;1100
614100;2009012109;48;1100
614100;2009012110;153;1100
614100;2009012111;214;1100
614100;2009012112;232;1100
614100;2009012113;213;1100
614100;2009012114;150;1100
614100;2009012115;66;1100
614100;2009012116;7;1100
614100;2009012117;0;1100
614100;2009012118;0;1100
614100;2009012119;0;1100
614100;2009012120;0;1100
614100;2009012121;0;1100
614100;2009012122;0;1100
614100;2009012123;0;1100
614100;2009012200;0;1100
614100;2009012201;0;1100
614100;2009012202;0;1100
614100;2009012203;0;1100
614100;2009012204;0;1100
614100;2009012205;0;1100
614100;2009012206;0;1100
614100;2009012207;0;1100
614100;2009012208;7;1100
614100;2009012209;69;1100
614100;2009012210;104;1100
614100;2009012211;180;1100
614100;2009012212;220;1100
614100;2009012213;179;1100
614100;2009012214;88;1100
614100;2009012215;37;1100
614100;2009012216;2;1100
614100;2009012217;0;1100
614100;2009012218;0;1100
614100;2009012219;0;1100
614100;2009012220;0;1100
614100;2009012221;0;1100
614100;2009012222;0;1100
614100;2009012223;0;1100
614100;2009012300;0;1100
614100;2009012301;0;1100
614100;2009012302;0;1100
614100;2009012303;0;1100
614100;2009012304;0;1100
614100;2009012305;0;1100
614100;2009012306;0;1100
614100;2009012307;0;1100
614100;2009012308;8;1100
614100;2009012309;66;1100
614100;2009012310;94;1100
614100;2009012311;59;1100
614100;2009012312;110;1100
614100;2009012313;97;1100
614100;2009012314;60;1100
614100;2009012315;15;1100
614100;2009012316;4;1100
614100;2009012317;0;1100
614100;2009012318;0;1100
614100;2009012319;0;1100
614100;2009012320;0;1100
614100;2009012321;0;1100
614100;2009012322;0;1100
614100;2009012323;0;1100
614100;2009012400;0;1100
614100;2009012401;0;1100
614100;2009012402;0;1100
614100;2009012403;0;1100
614100;2009012404;0;1100
614100;2009012405;0;1100
614100;2009012406;0;1100
614100;2009012407;0;1100
614100;2009012408;3;1100
614100;2009012409;15;1100
614100;2009012410;43;1100
614100;2009012411;46;1100
614100;2009012412;76;1100
614100;2009012413;43;1100
614100;2009012414;38;1100
614100;2009012415;17;1100
614100;2009012416;2;1100
614100;2009012417;0;1100
614100;2009012418;0;1100
614100;2009012419;0;1100
614100;2009012420;0;1100
614100;2009012421;0;1100
614100;2009012422;0;1100
614100;2009012423;0;1100
614100;2009012500;0;1100
614100;2009012501;0;1100
614100;2009012502;0;1100
614100;2009012503;0;1100
614100;2009012504;0;1100
614100;2009012505;0;1100
614100;2009012506;0;1100
614100;2009012507;0;1100
614100;2009012508;3;1100
614100;2009012509;15;1100
614100;2009012510;55;1100
614100;2009012511;78;1100
614100;2009012512;150;1100
614100;2009012513;210;1100
614100;2009012514;93;1100
614100;2009012515;39;1100
614100;2009012516;5;1100
614100;2009012517;0;1100
614100;2009012518;0;1100
614100;2009012519;0;1100
614100;2009012520;0;1100
614100;2009012521;0;1100
614100;2009012522;0;1100
614100;2009012523;0;1100
614100;2009012600;0;1100
614100;2009012601;0;1100
614100;2009012602;0;1100
614100;2009012603;0;1100
614100;2009012604;0;1100
614100;2009012605;0;1100
614100;2009012606;0;1100
614100;2009012607;0;1100
614100;2009012608;2;1100
614100;2009012609;15;1100
614100;2009012610;31;1100
614100;2009012611;47;1100
614100;2009012612;50;1100
614100;2009012613;48;1100
614100;2009012614;37;1100
614100;2009012615;19;1100
614100;2009012616;3;1100
614100;2009012617;0;1100
614100;2009012618;0;1100
614100;2009012619;0;1100
614100;2009012620;0;1100
614100;2009012621;0;1100
614100;2009012622;0;1100
614100;2009012623;0;1100
614100;2009012700;0;1100
614100;2009012701;0;1100
614100;2009012702;0;1100
614100;2009012703;0;1100
614100;2009012704;0;1100
614100;2009012705;0;1100
614100;2009012706;0;1100
614100;2009012707;0;1100
614100;2009012708;7;1100
614100;2009012709;42;1100
614100;2009012710;63;1100
614100;2009012711;112;1100
614100;2009012712;116;1100
614100;2009012713;134;1100
614100;2009012714;80;1100
614100;2009012715;35;1100
614100;2009012716;8;1100
614100;2009012717;0;1100
614100;2009012718;0;1100
614100;2009012719;0;1100
614100;2009012720;0;1100
614100;2009012721;0;1100
614100;2009012722;0;1100
614100;2009012723;0;1100
614100;2009012800;0;1100
614100;2009012801;0;1100
614100;2009012802;0;1100
614100;2009012803;0;1100
614100;2009012804;0;1100
614100;2009012805;0;1100
614100;2009012806;0;1100
614100;2009012807;0;1100
614100;2009012808;4;1100
614100;2009012809;21;1100
614100;2009012810;32;1100
614100;2009012811;57;1100
614100;2009012812;75;1100
614100;2009012813;99;1100
614100;2009012814;87;1100
614100;2009012815;38;1100
614100;2009012816;5;1100
614100;2009012817;0;1100
614100;2009012818;0;1100
614100;2009012819;0;1100
614100;2009012820;0;1100
614100;2009012821;0;1100
614100;2009012822;0;1100
614100;2009012823;0;1100
614100;2009012900;0;1100
614100;2009012901;0;1100
614100;2009012902;0;1100
614100;2009012903;0;1100
614100;2009012904;0;1100
614100;2009012905;0;1100
614100;2009012906;0;1100
614100;2009012907;0;1100
614100;2009012908;6;1100
614100;2009012909;34;1100
614100;2009012910;65;1100
614100;2009012911;61;1100
614100;2009012912;47;1100
614100;2009012913;55;1100
614100;2009012914;52;1100
614100;2009012915;23;1100
614100;2009012916;5;1100
614100;2009012917;0;1100
614100;2009012918;0;1100
614100;2009012919;0;1100
614100;2009012920;0;1100
614100;2009012921;0;1100
614100;2009012922;0;1100
614100;2009012923;0;1100
614100;2009013000;0;1100
614100;2009013001;0;1100
614100;2009013002;0;1100
614100;2009013003;0;1100
614100;2009013004;0;1100
614100;2009013005;0;1100
614100;2009013006;0;1100
614100;2009013007;0;1100
614100;2009013008;5;1100
614100;2009013009;30;1100
614100;2009013010;56;1100
614100;2009013011;70;1100
614100;2009013012;77;1100
614100;2009013013;71;1100
614100;2009013014;40;1100
614100;2009013015;15;1100
614100;2009013016;2;1100
614100;2009013017;0;1100
614100;2009013018;0;1100
614100;2009013019;0;1100
614100;2009013020;0;1100
614100;2009013021;0;1100
614100;2009013022;0;1100
614100;2009013023;0;1100
614100;2009013100;0;1100
614100;2009013101;0;1100
614100;2009013102;0;1100
614100;2009013103;0;1100
614100;2009013104;0;1100
614100;2009013105;0;1100
614100;2009013106;0;1100
614100;2009013107;0;1100
614100;2009013108;8;1100
614100;2009013109;40;1100
614100;2009013110;64;1100
614100;2009013111;89;1100
614100;2009013112;92;1100
614100;2009013113;100;1100
614100;2009013114;76;1100
614100;2009013115;51;1100
614100;2009013116;7;1100
614100;2009013117;0;1100
614100;2009013118;0;1100
614100;2009013119;0;1100
614100;2009013120;0;1100
614100;2009013121;0;1100
614100;2009013122;0;1100
614100;2009013123;0;1100
614100;2009020100;0;1100
614100;2009020101;0;1100
614100;2009020102;0;1100
614100;2009020103;0;1100
614100;2009020104;0;1100
614100;2009020105;0;1100
614100;2009020106;0;1100
614100;2009020107;0;1100
614100;2009020108;8;1100
614100;2009020109;30;1100
614100;2009020110;97;1100
614100;2009020111;84;1100
614100;2009020112;87;1100
614100;2009020113;63;1100
614100;2009020114;65;1100
614100;2009020115;18;1100
614100;2009020116;3;1100
614100;2009020117;0;1100
614100;2009020118;0;1100
614100;2009020119;0;1100
614100;2009020120;0;1100
614100;2009020121;0;1100
614100;2009020122;0;1100
614100;2009020123;0;1100
614100;2009020200;0;1100
614100;2009020201;0;1100
614100;2009020202;0;1100
614100;2009020203;0;1100
614100;2009020204;0;1100
614100;2009020205;0;1100
614100;2009020206;0;1100
614100;2009020207;0;1100
614100;2009020208;5;1100
614100;2009020209;23;1100
614100;2009020210;40;1100
614100;2009020211;67;1100
614100;2009020212;112;1100
614100;2009020213;86;1100
614100;2009020214;51;1100
614100;2009020215;30;1100
614100;2009020216;14;1100
614100;2009020217;0;1100
614100;2009020218;0;1100
614100;2009020219;0;1100
614100;2009020220;0;1100
614100;2009020221;0;1100
614100;2009020222;0;1100
614100;2009020223;0;1100
614100;2009020300;0;1100
614100;2009020301;0;1100
614100;2009020302;0;1100
614100;2009020303;0;1100
614100;2009020304;0;1100
614100;2009020305;0;1100
614100;2009020306;0;1100
614100;2009020307;0;1100
614100;2009020308;18;1100
614100;2009020309;74;1100
614100;2009020310;154;1100
614100;2009020311;168;1100
614100;2009020312;215;1100
614100;2009020313;216;1100
614100;2009020314;156;1100
614100;2009020315;65;1100
614100;2009020316;18;1100
614100;2009020317;0;1100
614100;2009020318;0;1100
614100;2009020319;0;1100
614100;2009020320;0;1100
614100;2009020321;0;1100
614100;2009020322;0;1100
614100;2009020323;0;1100
614100;2009020400;0;1100
614100;2009020401;0;1100
614100;2009020402;0;1100
614100;2009020403;0;1100
614100;2009020404;0;1100
614100;2009020405;0;1100
614100;2009020406;0;1100
614100;2009020407;0;1100
614100;2009020408;1;1100
614100;2009020409;12;1100
614100;2009020410;26;1100
614100;2009020411;43;1100
614100;2009020412;32;1100
614100;2009020413;32;1100
614100;2009020414;27;1100
614100;2009020415;10;1100
614100;2009020416;3;1100
614100;2009020417;0;1100
614100;2009020418;0;1100
614100;2009020419;0;1100
614100;2009020420;0;1100
614100;2009020421;0;1100
614100;2009020422;0;1100
614100;2009020423;0;1100
614100;2009020500;0;1100
614100;2009020501;0;1100
614100;2009020502;0;1100
614100;2009020503;0;1100
614100;2009020504;0;1100
614100;2009020505;0;1100
614100;2009020506;0;1100
614100;2009020507;0;1100
614100;2009020508;6;1100
614100;2009020509;21;1100
614100;2009020510;51;1100
614100;2009020511;74;1100
614100;2009020512;205;1100
614100;2009020513;225;1100
614100;2009020514;89;1100
614100;2009020515;53;1100
614100;2009020516;10;1100
614100;2009020517;0;1100
614100;2009020518;0;1100
614100;2009020519;0;1100
614100;2009020520;0;1100
614100;2009020521;0;1100
614100;2009020522;0;1100
614100;2009020523;0;1100
614100;2009020600;0;1100
614100;2009020601;0;1100
614100;2009020602;0;1100
614100;2009020603;0;1100
614100;2009020604;0;1100
614100;2009020605;0;1100
614100;2009020606;0;1100
614100;2009020607;0;1100
614100;2009020608;8;1100
614100;2009020609;26;1100
614100;2009020610;48;1100
614100;2009020611;63;1100
614100;2009020612;84;1100
614100;2009020613;88;1100
614100;2009020614;182;1100
614100;2009020615;73;1100
614100;2009020616;6;1100
614100;2009020617;0;1100
614100;2009020618;0;1100
614100;2009020619;0;1100
614100;2009020620;0;1100
614100;2009020621;0;1100
614100;2009020622;0;1100
614100;2009020623;0;1100
614100;2009020700;0;1100
614100;2009020701;0;1100
614100;2009020702;0;1100
614100;2009020703;0;1100
614100;2009020704;0;1100
614100;2009020705;0;1100
614100;2009020706;0;1100
614100;2009020707;0;1100
614100;2009020708;10;1100
614100;2009020709;56;1100
614100;2009020710;84;1100
614100;2009020711;125;1100
614100;2009020712;129;1100
614100;2009020713;75;1100
614100;2009020714;37;1100
614100;2009020715;18;1100
614100;2009020716;6;1100
614100;2009020717;0;1100
614100;2009020718;0;1100
614100;2009020719;0;1100
614100;2009020720;0;1100
614100;2009020721;0;1100
614100;2009020722;0;1100
614100;2009020723;0;1100
614100;2009020800;0;1100
614100;2009020801;0;1100
614100;2009020802;0;1100
614100;2009020803;0;1100
614100;2009020804;0;1100
614100;2009020805;0;1100
614100;2009020806;0;1100
614100;2009020807;1;1100
614100;2009020808;30;1100
614100;2009020809;118;1100
614100;2009020810;194;1100
614100;2009020811;57;1100
614100;2009020812;53;1100
614100;2009020813;122;1100
614100;2009020814;197;1100
614100;2009020815;108;1100
614100;2009020816;25;1100
614100;2009020817;1;1100
614100;2009020818;0;1100
614100;2009020819;0;1100
614100;2009020820;0;1100
614100;2009020821;0;1100
614100;2009020822;0;1100
614100;2009020823;0;1100
614100;2009020900;0;1100
614100;2009020901;0;1100
614100;2009020902;0;1100
614100;2009020903;0;1100
614100;2009020904;0;1100
614100;2009020905;0;1100
614100;2009020906;0;1100
614100;2009020907;0;1100
614100;2009020908;12;1100
614100;2009020909;42;1100
614100;2009020910;73;1100
614100;2009020911;81;1100
614100;2009020912;107;1100
614100;2009020913;90;1100
614100;2009020914;65;1100
614100;2009020915;59;1100
614100;2009020916;19;1100
614100;2009020917;0;1100
614100;2009020918;0;1100
614100;2009020919;0;1100
614100;2009020920;0;1100
614100;2009020921;0;1100
614100;2009020922;0;1100
614100;2009020923;0;1100
614100;2009021000;0;1100
614100;2009021001;0;1100
614100;2009021002;0;1100
614100;2009021003;0;1100
614100;2009021004;0;1100
614100;2009021005;0;1100
614100;2009021006;0;1100
614100;2009021007;0;1100
614100;2009021008;14;1100
614100;2009021009;33;1100
614100;2009021010;42;1100
614100;2009021011;41;1100
614100;2009021012;63;1100
614100;2009021013;75;1100
614100;2009021014;73;1100
614100;2009021015;23;1100
614100;2009021016;7;1100
614100;2009021017;0;1100
614100;2009021018;0;1100
614100;2009021019;0;1100
614100;2009021020;0;1100
614100;2009021021;0;1100
614100;2009021022;0;1100
614100;2009021023;0;1100
614100;2009021100;0;1100
614100;2009021101;0;1100
614100;2009021102;0;1100
614100;2009021103;0;1100
614100;2009021104;0;1100
614100;2009021105;0;1100
614100;2009021106;0;1100
614100;2009021107;1;1100
614100;2009021108;26;1100
614100;2009021109;123;1100
614100;2009021110;179;1100
614100;2009021111;192;1100
614100;2009021112;235;1100
614100;2009021113;117;1100
614100;2009021114;115;1100
614100;2009021115;91;1100
614100;2009021116;21;1100
614100;2009021117;1;1100
614100;2009021118;0;1100
614100;2009021119;0;1100
614100;2009021120;0;1100
614100;2009021121;0;1100
614100;2009021122;0;1100
614100;2009021123;0;1100
614100;2009021200;0;1100
614100;2009021201;0;1100
614100;2009021202;0;1100
614100;2009021203;0;1100
614100;2009021204;0;1100
614100;2009021205;0;1100
614100;2009021206;0;1100
614100;2009021207;1;1100
614100;2009021208;14;1100
614100;2009021209;34;1100
614100;2009021210;40;1100
614100;2009021211;88;1100
614100;2009021212;184;1100
614100;2009021213;167;1100
614100;2009021214;170;1100
614100;2009021215;76;1100
614100;2009021216;33;1100
614100;2009021217;2;1100
614100;2009021218;0;1100
614100;2009021219;0;1100
614100;2009021220;0;1100
614100;2009021221;0;1100
614100;2009021222;0;1100
614100;2009021223;0;1100
614100;2009021300;0;1100
614100;2009021301;0;1100
614100;2009021302;0;1100
614100;2009021303;0;1100
614100;2009021304;0;1100
614100;2009021305;0;1100
614100;2009021306;0;1100
614100;2009021307;2;1100
614100;2009021308;65;1100
614100;2009021309;179;1100
614100;2009021310;265;1100
614100;2009021311;339;1100
614100;2009021312;361;1100
614100;2009021313;340;1100
614100;2009021314;265;1100
614100;2009021315;152;1100
614100;2009021316;61;1100
614100;2009021317;2;1100
614100;2009021318;0;1100
614100;2009021319;0;1100
614100;2009021320;0;1100
614100;2009021321;0;1100
614100;2009021322;0;1100
614100;2009021323;0;1100
614100;2009021400;0;1100
614100;2009021401;0;1100
614100;2009021402;0;1100
614100;2009021403;0;1100
614100;2009021404;0;1100
614100;2009021405;0;1100
614100;2009021406;0;1100
614100;2009021407;2;1100
614100;2009021408;42;1100
614100;2009021409;174;1100
614100;2009021410;291;1100
614100;2009021411;354;1100
614100;2009021412;324;1100
614100;2009021413;270;1100
614100;2009021414;251;1100
614100;2009021415;180;1100
614100;2009021416;68;1100
